d1,d2,d3,x,y,z,value,label,label_clean,Model,ROI_model
96,76,22,6.15384624898434,-2.21337169408798,-3.52155177295208,-3.231,right Amygdalopiriform Cortex,right_amygdalopiriform_cortex,LMod6_Str,right_amygdalopiriform_cortex_LMod6_Str
34,33,39,-4.02051304280758,-9.26337146759033,-0.73706904053688,-3.23,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left_4,LMod6_Str,left_molecular_layer_of_the_cerebellum_left_4_LMod6_Str
101,42,29,6.97435909509659,-7.78779011964798,-2.37500005960464,6.181,right Granule Cell Level of the Cerebellum,right_granule_cell_level_of_the_cerebellum,LMod1_AlcStr,right_granule_cell_level_of_the_cerebellum_LMod1_AlcStr
21,38,40,-6.15384644269943,-8.4436040520668,-0.573275938630104,6.057,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left,LMod1_AlcStr,left_molecular_layer_of_the_cerebellum_left_LMod1_AlcStr
73,62,71,2.37948715686798,-4.50872045755386,4.50431022047997,5.866,right Retosplenial Dysgranular Cortex,right_retosplenial_dysgranular_cortex,LMod1_AlcStr,right_retosplenial_dysgranular_cortex_LMod1_AlcStr
68,100,73,1.55897431075573,1.72151190042496,4.83189642429352,5.665,right Secondary Motor Cortex,right_secondary_motor_cortex,LMod1_AlcStr,right_secondary_motor_cortex_LMod1_AlcStr
27,88,34,-5.16923102736473,-0.245929896831512,-1.55603455007076,5.287,left Entorhinal Cortex_left,left_entorhinal_cortex_left,LMod1_AlcStr,left_entorhinal_cortex_left_LMod1_AlcStr
56,35,54,-0.410256519913673,-8.93546450138092,1.71982748806477,5.239,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left_2,LMod1_AlcStr,left_molecular_layer_of_the_cerebellum_left_2_LMod1_AlcStr
40,51,31,-3.03589762747288,-6.31220877170563,-2.04741385579109,5.035,left Middle Cerebellar Peduncle_left ,left_middle_cerebellar_peduncle_left,LMod1_AlcStr,left_middle_cerebellar_peduncle_left_LMod1_AlcStr
102,74,32,7.13846166431904,-2.54127866029739,-1.88362075388432,4.97,right Lateral Entorhinal Cortex,right_lateral_entorhinal_cortex,LMod1_AlcStr,right_lateral_entorhinal_cortex_LMod1_AlcStr
66,133,63,1.23076917231083,7.13197684288025,3.19396540522575,4.937,right Secondary Motor Cortex,right_secondary_motor_cortex_2,LMod1_AlcStr,right_secondary_motor_cortex_2_LMod1_AlcStr
26,111,48,-5.33333359658718,3.52500021457672,0.737068876624107,4.137,left Dysgranular Insular Cortex_left,left_dysgranular_insular_cortex_left,LMod1_AlcStr,left_dysgranular_insular_cortex_left_LMod1_AlcStr
33,52,59,-4.18461561203003,-6.14825528860092,2.53879299759865,4.019,left Retosplenial Dysgranular Cortex_left,left_retosplenial_dysgranular_cortex_left,LMod1_AlcStr,left_retosplenial_dysgranular_cortex_left_LMod1_AlcStr
95,57,52,5.98974367976189,-5.32848787307739,1.39224128425121,3.999,right Lateral Entorhinal Cortex,right_lateral_entorhinal_cortex_2,LMod1_AlcStr,right_lateral_entorhinal_cortex_2_LMod1_AlcStr
89,116,46,5.00512826442719,4.34476763010025,0.409482672810555,3.752,right Dysgranular Insular Cortex,right_dysgranular_insular_cortex,LMod1_AlcStr,right_dysgranular_insular_cortex_LMod1_AlcStr
