RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch
4,Alc,female,49,4,2,0.156,H2O,start,121,123,Model,1
5,Ctrl,female,49,4,2,0.168,H2O,start,122,122,Model,1
6,Alc,female,49,4,2,0.16,H2O,start,122,123,Model,1
7,Alc,female,49,4,2,0.166,H2O,start,122,122,Model,1
8,Alc,female,49,4,2,0.18,H2O,start,121,122,Model,1
9,Alc,male,49,4,2,0.22,H2O,start,122,123,Model,1
12,Alc,male,49,4,2,0.199,H2O,start,123,117,Model,1
13,Alc,male,49,4,2,0.236,H2O,start,122,121,Model,1
14,Alc,male,49,4,2,0.187,H2O,start,120,120,Model,1
15,Ctrl,male,49,4,2,0.22,H2O,start,122,122,Model,1
16,Alc,male,49,4,2,0.239,H2O,start,122,122,Model,1
1,Alc,female,49,5,2,0.162,H2O,24_hrs,105,102,Model,1
2,Alc,female,49,5,2,0.162,H2O,24_hrs,90,119,Model,1
3,Ctrl,female,49,5,2,0.172,H2O,24_hrs,117,93,Model,1
4,Alc,female,49,5,2,0.156,H2O,24_hrs,115,87,Model,1
5,Ctrl,female,49,5,2,0.168,H2O,24_hrs,121,95,Model,1
6,Alc,female,49,5,2,0.16,H2O,24_hrs,122,95,Model,1
7,Alc,female,49,5,2,0.166,H2O,24_hrs,117,80,Model,1
8,Alc,female,49,5,2,0.18,H2O,24_hrs,79,118,Model,1
9,Alc,male,49,5,2,0.22,H2O,24_hrs,121,82,Model,1
12,Alc,male,49,5,2,0.199,H2O,24_hrs,88,117,Model,1
13,Alc,male,49,5,2,0.236,H2O,24_hrs,96,108,Model,1
14,Alc,male,49,5,2,0.187,H2O,24_hrs,91,115,Model,1
15,Ctrl,male,49,5,2,0.22,H2O,24_hrs,122,81,Model,1
16,Alc,male,49,5,2,0.239,H2O,24_hrs,109,94,Model,1
1,Alc,female,50,5,3,0.165,EtOH,start,118,122,Model,1
2,Alc,female,50,5,3,0.167,EtOH,start,118,123,Model,1
3,Ctrl,female,50,5,3,0.183,EtOH,start,125,123,Model,1
4,Alc,female,50,5,3,0.164,EtOH,start,113,123,Model,1
5,Ctrl,female,50,5,3,0.173,EtOH,start,121,119,Model,1
6,Alc,female,50,5,3,0.166,EtOH,start,119,122,Model,1
7,Alc,female,50,5,3,0.164,EtOH,start,118,124,Model,1
8,Alc,female,50,5,3,0.181,EtOH,start,117,122,Model,1
9,Alc,male,50,5,3,0.22,EtOH,start,118,122,Model,1
12,Alc,male,50,5,3,0.209,EtOH,start,118,122,Model,1
13,Alc,male,50,5,3,0.239,EtOH,start,119,122,Model,1
14,Alc,male,50,5,3,0.196,EtOH,start,119,121,Model,1
15,Ctrl,male,50,5,3,0.22,EtOH,start,122,123,Model,1
16,Alc,male,50,5,3,0.249,EtOH,start,118,124,Model,1
1,Alc,female,50,5,3,0.165,EtOH,30_mins,118,119,Model,1
2,Alc,female,50,5,3,0.167,EtOH,30_mins,118,123,Model,1
3,Ctrl,female,50,5,3,0.183,EtOH,30_mins,120,123,Model,1
4,Alc,female,50,5,3,0.164,EtOH,30_mins,113,122,Model,1
5,Ctrl,female,50,5,3,0.173,EtOH,30_mins,120,119,Model,1
6,Alc,female,50,5,3,0.166,EtOH,30_mins,118,119,Model,1
7,Alc,female,50,5,3,0.164,EtOH,30_mins,118,122,Model,1
8,Alc,female,50,5,3,0.181,EtOH,30_mins,117,122,Model,1
9,Alc,male,50,5,3,0.22,EtOH,30_mins,118,118,Model,1
12,Alc,male,50,5,3,0.209,EtOH,30_mins,118,118,Model,1
13,Alc,male,50,5,3,0.239,EtOH,30_mins,119,122,Model,1
14,Alc,male,50,5,3,0.196,EtOH,30_mins,119,117,Model,1
15,Ctrl,male,50,5,3,0.22,EtOH,30_mins,122,123,Model,1
16,Alc,male,50,5,3,0.249,EtOH,30_mins,118,120,Model,1
1,Alc,female,50,6,3,0.165,EtOH,24_hrs,116,84,Model,1
2,Alc,female,50,6,3,0.167,EtOH,24_hrs,113,94,Model,1
3,Ctrl,female,50,6,3,0.183,EtOH,24_hrs,93,121,Model,1
4,Alc,female,50,6,3,0.164,EtOH,24_hrs,110,96,Model,1
5,Ctrl,female,50,6,3,0.173,EtOH,24_hrs,103,111,Model,1
6,Alc,female,50,6,3,0.166,EtOH,24_hrs,117,89,Model,1
7,Alc,female,50,6,3,0.164,EtOH,24_hrs,115,99,Model,1
8,Alc,female,50,6,3,0.181,EtOH,24_hrs,114,97,Model,1
9,Alc,male,50,6,3,0.22,EtOH,24_hrs,116,89,Model,1
12,Alc,male,50,6,3,0.209,EtOH,24_hrs,115,86,Model,1
13,Alc,male,50,6,3,0.239,EtOH,24_hrs,117,82,Model,1
14,Alc,male,50,6,3,0.196,EtOH,24_hrs,118,80,Model,1
15,Ctrl,male,50,6,3,0.22,EtOH,24_hrs,89,122,Model,1
16,Alc,male,50,6,3,0.249,EtOH,24_hrs,118,74,Model,1
1,Alc,female,51,6,3,0.17,H2O,start,122,121,Model,1
2,Alc,female,51,6,3,0.171,H2O,start,120,121,Model,1
3,Ctrl,female,51,6,3,0.185,H2O,start,122,123,Model,1
4,Alc,female,51,6,3,0.169,H2O,start,123,123,Model,1
5,Ctrl,female,51,6,3,0.178,H2O,start,123,121,Model,1
6,Alc,female,51,6,3,0.172,H2O,start,122,122,Model,1
7,Alc,female,51,6,3,0.165,H2O,start,122,122,Model,1
8,Alc,female,51,6,3,0.183,H2O,start,120,122,Model,1
9,Alc,male,51,6,3,0.232,H2O,start,122,121,Model,1
12,Alc,male,51,6,3,0.216,H2O,start,122,121,Model,1
13,Alc,male,51,6,3,0.248,H2O,start,124,124,Model,1
14,Alc,male,51,6,3,0.204,H2O,start,122,121,Model,1
15,Ctrl,male,51,6,3,0.227,H2O,start,122,122,Model,1
16,Alc,male,51,6,3,0.256,H2O,start,121,122,Model,1
1,Alc,female,51,8,3,0.17,H2O,48_hrs,75,98,Model,1
2,Alc,female,51,8,3,0.171,H2O,48_hrs,96,65,Model,1
3,Ctrl,female,51,8,3,0.185,H2O,48_hrs,120,69,Model,1
4,Alc,female,51,8,3,0.169,H2O,48_hrs,76,109,Model,1
5,Ctrl,female,51,8,3,0.178,H2O,48_hrs,118,67,Model,1
6,Alc,female,51,8,3,0.172,H2O,48_hrs,121,66,Model,1
7,Alc,female,51,8,3,0.165,H2O,48_hrs,79,108,Model,1
8,Alc,female,51,8,3,0.183,H2O,48_hrs,118,43,Model,1
9,Alc,male,51,8,3,0.232,H2O,48_hrs,58,11,Model,1
12,Alc,male,51,8,3,0.216,H2O,48_hrs,86,90,Model,1
13,Alc,male,51,8,3,0.248,H2O,48_hrs,113,53,Model,1
14,Alc,male,51,8,3,0.204,H2O,48_hrs,122,49,Model,1
15,Ctrl,male,51,8,3,0.227,H2O,48_hrs,63,114,Model,1
16,Alc,male,51,8,3,0.256,H2O,48_hrs,94,63,Model,1
1,Alc,female,53,8,4,0.181,EtOH,start,122,122,Model,1
2,Alc,female,53,8,4,0.179,EtOH,start,124,121,Model,1
3,Ctrl,female,53,8,4,0.189,EtOH,start,123,122,Model,1
4,Alc,female,53,8,4,0.178,EtOH,start,121,120,Model,1
5,Ctrl,female,53,8,4,0.187,EtOH,start,122,122,Model,1
6,Alc,female,53,8,4,0.181,EtOH,start,121,122,Model,1
7,Alc,female,53,8,4,0.176,EtOH,start,121,122,Model,1
8,Alc,female,53,8,4,0.193,EtOH,start,123,122,Model,1
9,Alc,male,53,8,4,0.25,EtOH,start,120,122,Model,1
12,Alc,male,53,8,4,0.232,EtOH,start,122,122,Model,1
13,Alc,male,53,8,4,0.208,EtOH,start,123,121,Model,1
14,Alc,male,53,8,4,0.216,EtOH,start,121,121,Model,1
15,Ctrl,male,53,8,4,0.241,EtOH,start,120,120,Model,1
16,Alc,male,53,8,4,0.274,EtOH,start,122,121,Model,1
1,Alc,female,53,8,4,0.181,EtOH,30_mins,122,122,Model,1
2,Alc,female,53,8,4,0.179,EtOH,30_mins,124,118,Model,1
3,Ctrl,female,53,8,4,0.189,EtOH,30_mins,120,122,Model,1
4,Alc,female,53,8,4,0.178,EtOH,30_mins,121,118,Model,1
5,Ctrl,female,53,8,4,0.187,EtOH,30_mins,122,121,Model,1
6,Alc,female,53,8,4,0.181,EtOH,30_mins,121,118,Model,1
7,Alc,female,53,8,4,0.176,EtOH,30_mins,121,116,Model,1
8,Alc,female,53,8,4,0.193,EtOH,30_mins,123,122,Model,1
9,Alc,male,53,8,4,0.25,EtOH,30_mins,120,115,Model,1
12,Alc,male,53,8,4,0.232,EtOH,30_mins,121,122,Model,1
13,Alc,male,53,8,4,0.208,EtOH,30_mins,123,117,Model,1
14,Alc,male,53,8,4,0.216,EtOH,30_mins,121,117,Model,1
15,Ctrl,male,53,8,4,0.241,EtOH,30_mins,119,117,Model,1
16,Alc,male,53,8,4,0.274,EtOH,30_mins,122,116,Model,1
1,Alc,female,53,9,4,0.181,EtOH,24_hrs,113,106,Model,1
2,Alc,female,53,9,4,0.179,EtOH,24_hrs,123,80,Model,1
3,Ctrl,female,53,9,4,0.189,EtOH,24_hrs,99,112,Model,1
4,Alc,female,53,9,4,0.178,EtOH,24_hrs,119,84,Model,1
5,Ctrl,female,53,9,4,0.187,EtOH,24_hrs,119,94,Model,1
6,Alc,female,53,9,4,0.181,EtOH,24_hrs,115,109,Model,1
7,Alc,female,53,9,4,0.176,EtOH,24_hrs,120,90,Model,1
8,Alc,female,53,9,4,0.193,EtOH,24_hrs,122,84,Model,1
9,Alc,male,53,9,4,0.25,EtOH,24_hrs,118,85,Model,1
12,Alc,male,53,9,4,0.232,EtOH,24_hrs,119,90,Model,1
13,Alc,male,53,9,4,0.208,EtOH,24_hrs,121,78,Model,1
14,Alc,male,53,9,4,0.216,EtOH,24_hrs,120,81,Model,1
15,Ctrl,male,53,9,4,0.241,EtOH,24_hrs,118,72,Model,1
16,Alc,male,53,9,4,0.274,EtOH,24_hrs,117,76,Model,1
1,Alc,female,54,9,4,0.179,H2O,start,124,126,Model,1
2,Alc,female,54,9,4,0.183,H2O,start,124,122,Model,1
3,Ctrl,female,54,9,4,0.193,H2O,start,123,122,Model,1
4,Alc,female,54,9,4,0.207,H2O,start,123,122,Model,1
5,Ctrl,female,54,9,4,0.186,H2O,start,123,120,Model,1
6,Alc,female,54,9,4,0.175,H2O,start,122,122,Model,1
7,Alc,female,54,9,4,0.173,H2O,start,120,121,Model,1
8,Alc,female,54,9,4,0.196,H2O,start,122,123,Model,1
9,Alc,male,54,9,4,0.254,H2O,start,122,126,Model,1
12,Alc,male,54,9,4,0.237,H2O,start,122,124,Model,1
13,Alc,male,54,9,4,0.27,H2O,start,122,125,Model,1
14,Alc,male,54,9,4,0.227,H2O,start,126,123,Model,1
15,Ctrl,male,54,9,4,0.25,H2O,start,122,122,Model,1
16,Alc,male,54,9,4,0.271,H2O,start,126,125,Model,1
1,Alc,female,54,10,4,0.179,H2O,24_hrs,113,92,Model,1
2,Alc,female,54,10,4,0.183,H2O,24_hrs,122,85,Model,1
3,Ctrl,female,54,10,4,0.193,H2O,24_hrs,95,121,Model,1
4,Alc,female,54,10,4,0.207,H2O,24_hrs,96,119,Model,1
5,Ctrl,female,54,10,4,0.186,H2O,24_hrs,104,110,Model,1
6,Alc,female,54,10,4,0.175,H2O,24_hrs,119,87,Model,1
7,Alc,female,54,10,4,0.173,H2O,24_hrs,91,118,Model,1
8,Alc,female,54,10,4,0.196,H2O,24_hrs,80,122,Model,1
9,Alc,male,54,10,4,0.254,H2O,24_hrs,91,110,Model,1
12,Alc,male,54,10,4,0.237,H2O,24_hrs,121,81,Model,1
13,Alc,male,54,10,4,0.27,H2O,24_hrs,117,78,Model,1
14,Alc,male,54,10,4,0.227,H2O,24_hrs,122,92,Model,1
15,Ctrl,male,54,10,4,0.25,H2O,24_hrs,95,110,Model,1
16,Alc,male,54,10,4,0.271,H2O,24_hrs,124,73,Model,1
1,Alc,female,55,10,5,0.187,EtOH,start,122,122,Model,1
2,Alc,female,55,10,5,0.191,EtOH,start,121,121,Model,1
3,Ctrl,female,55,10,5,0.197,EtOH,start,122,122,Model,1
4,Alc,female,55,10,5,0.192,EtOH,start,120,121,Model,1
5,Ctrl,female,55,10,5,0.195,EtOH,start,121,122,Model,1
6,Alc,female,55,10,5,0.183,EtOH,start,121,122,Model,1
7,Alc,female,55,10,5,0.181,EtOH,start,122,122,Model,1
8,Alc,female,55,10,5,0.202,EtOH,start,119,122,Model,1
9,Alc,male,55,10,5,0.27,EtOH,start,121,121,Model,1
12,Alc,male,55,10,5,0.249,EtOH,start,120,121,Model,1
13,Alc,male,55,10,5,0.285,EtOH,start,121,122,Model,1
14,Alc,male,55,10,5,0.235,EtOH,start,123,121,Model,1
15,Ctrl,male,55,10,5,0.258,EtOH,start,121,122,Model,1
16,Alc,male,55,10,5,0.293,EtOH,start,123,121,Model,1
1,Alc,female,55,10,5,0.187,EtOH,30_mins,122,122,Model,1
2,Alc,female,55,10,5,0.191,EtOH,30_mins,119,120,Model,1
3,Ctrl,female,55,10,5,0.197,EtOH,30_mins,120,122,Model,1
4,Alc,female,55,10,5,0.192,EtOH,30_mins,120,118,Model,1
5,Ctrl,female,55,10,5,0.195,EtOH,30_mins,121,119,Model,1
6,Alc,female,55,10,5,0.183,EtOH,30_mins,121,121,Model,1
7,Alc,female,55,10,5,0.181,EtOH,30_mins,120,121,Model,1
8,Alc,female,55,10,5,0.202,EtOH,30_mins,118,121,Model,1
9,Alc,male,55,10,5,0.27,EtOH,30_mins,121,121,Model,1
12,Alc,male,55,10,5,0.249,EtOH,30_mins,119,121,Model,1
13,Alc,male,55,10,5,0.285,EtOH,30_mins,121,120,Model,1
14,Alc,male,55,10,5,0.235,EtOH,30_mins,123,115,Model,1
15,Ctrl,male,55,10,5,0.258,EtOH,30_mins,121,122,Model,1
16,Alc,male,55,10,5,0.293,EtOH,30_mins,123,118,Model,1
1,Alc,female,55,11,5,0.187,EtOH,24_hrs,107,119,Model,1
2,Alc,female,55,11,5,0.191,EtOH,24_hrs,113,90,Model,1
3,Ctrl,female,55,11,5,0.197,EtOH,24_hrs,92,119,Model,1
4,Alc,female,55,11,5,0.192,EtOH,24_hrs,117,78,Model,1
5,Ctrl,female,55,11,5,0.195,EtOH,24_hrs,116,96,Model,1
6,Alc,female,55,11,5,0.183,EtOH,24_hrs,115,109,Model,1
7,Alc,female,55,11,5,0.181,EtOH,24_hrs,116,100,Model,1
8,Alc,female,55,11,5,0.202,EtOH,24_hrs,117,87,Model,1
9,Alc,male,55,11,5,0.27,EtOH,24_hrs,116,96,Model,1
12,Alc,male,55,11,5,0.249,EtOH,24_hrs,117,91,Model,1
13,Alc,male,55,11,5,0.285,EtOH,24_hrs,119,83,Model,1
14,Alc,male,55,11,5,0.235,EtOH,24_hrs,123,79,Model,1
15,Ctrl,male,55,11,5,0.258,EtOH,24_hrs,87,119,Model,1
16,Alc,male,55,11,5,0.293,EtOH,24_hrs,118,74,Model,1
1,Alc,female,56,11,5,0.183,H2O,start,122,126,Model,1
2,Alc,female,56,11,5,0.192,H2O,start,122,126,Model,1
3,Ctrl,female,56,11,5,0.2,H2O,start,121,121,Model,1
4,Alc,female,56,11,5,0.196,H2O,start,124,122,Model,1
5,Ctrl,female,56,11,5,0.2,H2O,start,123,126,Model,1
6,Alc,female,56,11,5,0.182,H2O,start,123,125,Model,1
7,Alc,female,56,11,5,0.185,H2O,start,121,125,Model,1
8,Alc,female,56,11,5,0.204,H2O,start,124,125,Model,1
9,Alc,male,56,11,5,0.269,H2O,start,124,125,Model,1
12,Alc,male,56,11,5,0.252,H2O,start,122,122,Model,1
13,Alc,male,56,11,5,0.288,H2O,start,127,121,Model,1
14,Alc,male,56,11,5,0.236,H2O,start,122,124,Model,1
15,Ctrl,male,56,11,5,0.261,H2O,start,124,122,Model,1
16,Alc,male,56,11,5,0.292,H2O,start,122,122,Model,1
1,Alc,female,56,12,5,0.183,H2O,24_hrs,91,115,Model,1
2,Alc,female,56,12,5,0.192,H2O,24_hrs,120,92,Model,1
3,Ctrl,female,56,12,5,0.2,H2O,24_hrs,117,92,Model,1
4,Alc,female,56,12,5,0.196,H2O,24_hrs,96,120,Model,1
5,Ctrl,female,56,12,5,0.2,H2O,24_hrs,97,125,Model,1
6,Alc,female,56,12,5,0.182,H2O,24_hrs,121,84,Model,1
7,Alc,female,56,12,5,0.185,H2O,24_hrs,120,90,Model,1
8,Alc,female,56,12,5,0.204,H2O,24_hrs,106,100,Model,1
9,Alc,male,56,12,5,0.269,H2O,24_hrs,103,98,Model,1
12,Alc,male,56,12,5,0.252,H2O,24_hrs,120,82,Model,1
13,Alc,male,56,12,5,0.288,H2O,24_hrs,81,117,Model,1
14,Alc,male,56,12,5,0.236,H2O,24_hrs,121,88,Model,1
15,Ctrl,male,56,12,5,0.261,H2O,24_hrs,76,120,Model,1
16,Alc,male,56,12,5,0.292,H2O,24_hrs,116,82,Model,1
1,Alc,female,57,12,6,0.199,EtOH,start,124,123,Model,1
2,Alc,female,57,12,6,0.2,EtOH,start,121,122,Model,1
3,Ctrl,female,57,12,6,0.203,EtOH,start,122,123,Model,1
4,Alc,female,57,12,6,0.198,EtOH,start,124,122,Model,1
5,Ctrl,female,57,12,6,0.201,EtOH,start,121,123,Model,1
6,Alc,female,57,12,6,0.194,EtOH,start,123,123,Model,1
7,Alc,female,57,12,6,0.188,EtOH,start,125,123,Model,1
8,Alc,female,57,12,6,0.213,EtOH,start,122,122,Model,1
9,Alc,male,57,12,6,0.279,EtOH,start,123,120,Model,1
12,Alc,male,57,12,6,0.262,EtOH,start,123,123,Model,1
13,Alc,male,57,12,6,0.301,EtOH,start,122,122,Model,1
14,Alc,male,57,12,6,0.238,EtOH,start,122,121,Model,1
15,Ctrl,male,57,12,6,0.274,EtOH,start,122,123,Model,1
16,Alc,male,57,12,6,0.299,EtOH,start,125,122,Model,1
1,Alc,female,57,12,6,0.199,EtOH,30_mins,124,122,Model,1
2,Alc,female,57,12,6,0.2,EtOH,30_mins,119,122,Model,1
3,Ctrl,female,57,12,6,0.203,EtOH,30_mins,121,122,Model,1
4,Alc,female,57,12,6,0.198,EtOH,30_mins,124,121,Model,1
5,Ctrl,female,57,12,6,0.201,EtOH,30_mins,121,122,Model,1
6,Alc,female,57,12,6,0.194,EtOH,30_mins,123,121,Model,1
7,Alc,female,57,12,6,0.188,EtOH,30_mins,125,122,Model,1
8,Alc,female,57,12,6,0.213,EtOH,30_mins,122,119,Model,1
9,Alc,male,57,12,6,0.279,EtOH,30_mins,123,116,Model,1
12,Alc,male,57,12,6,0.262,EtOH,30_mins,123,122,Model,1
13,Alc,male,57,12,6,0.301,EtOH,30_mins,122,122,Model,1
14,Alc,male,57,12,6,0.238,EtOH,30_mins,122,121,Model,1
15,Ctrl,male,57,12,6,0.274,EtOH,30_mins,121,118,Model,1
16,Alc,male,57,12,6,0.299,EtOH,30_mins,125,122,Model,1
1,Alc,female,57,12,6,0.199,EtOH,24_hrs,121,89,Model,1
2,Alc,female,57,12,6,0.2,EtOH,24_hrs,108,102,Model,1
3,Ctrl,female,57,12,6,0.203,EtOH,24_hrs,93,121,Model,1
4,Alc,female,57,12,6,0.198,EtOH,24_hrs,119,98,Model,1
5,Ctrl,female,57,12,6,0.201,EtOH,24_hrs,121,96,Model,1
